ID,Timestamp,From MAC,To MAC,A,B,C,D,E,F
4440,2025-12-02 11:59:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1180,1574,1735,4,0,OK
4439,2025-12-02 11:59:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1269,1550,1725,4,0,OK
4438,2025-12-02 11:59:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1437,1627,1731,4,0,OK
4437,2025-12-02 11:59:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1398,1581,1698,4,0,OK
4436,2025-12-02 11:59:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1546,1531,1669,4,0,OK
4435,2025-12-02 11:59:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1698,1756,1639,4,0,OK
4434,2025-12-02 11:59:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1623,1733,1624,4,0,OK
4433,2025-12-02 11:59:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1654,1714,1626,4,0,OK
4432,2025-12-02 11:59:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1632,1677,1575,4,0,OK
4431,2025-12-02 11:59:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1785,1625,1562,4,0,OK
4430,2025-12-02 11:59:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1714,1659,1540,4,0,OK
4429,2025-12-02 11:59:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1811,1781,1560,4,0,OK
4428,2025-12-02 11:59:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1869,1547,1480,4,0,OK
4427,2025-12-02 11:59:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2316,2097,2046,4,0,OK
4426,2025-12-02 11:59:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2863,2645,2642,4,0,OK
4425,2025-12-02 11:59:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2858,2726,2733,4,0,OK
4424,2025-12-02 11:59:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2818,2833,2834,4,0,OK
4423,2025-12-02 11:59:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2816,2566,2584,4,0,OK
4422,2025-12-02 11:59:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1656,1245,1625,4,0,OK
4421,2025-12-02 11:59:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1630,1387,1610,4,0,OK
4420,2025-12-02 11:59:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1325,1440,1603,4,0,OK
4419,2025-12-02 11:59:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1535,1524,1534,4,0,OK
4418,2025-12-02 11:59:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1552,1295,1353,4,0,OK
4417,2025-12-02 11:59:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1394,1275,1265,4,0,OK
4416,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1439,1112,1187,4,0,OK
4415,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1438,1244,1292,4,0,OK
4414,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1505,1368,1444,4,0,OK
4413,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1466,1091,1343,4,0,OK
4412,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1451,1110,1427,4,0,OK
4411,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1462,1167,1556,4,0,OK
4410,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1647,991,1579,4,0,OK
4409,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1604,1328,1776,4,0,OK
4408,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1350,2137,1814,4,0,OK
4407,2025-12-02 11:59:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1662,1841,1692,4,0,OK
4406,2025-12-02 11:59:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1613,1903,1625,4,0,OK
4405,2025-12-02 11:59:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1585,1763,1567,4,0,OK
4404,2025-12-02 11:59:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1578,1669,1589,4,0,OK
4403,2025-12-02 11:59:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1568,1692,1697,4,0,OK
4402,2025-12-02 11:59:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1585,1834,1727,4,0,OK
4401,2025-12-02 11:59:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1586,1787,1788,4,0,OK
4400,2025-12-02 11:59:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1531,1637,1791,4,0,OK
4399,2025-12-02 11:59:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1647,1245,1751,4,0,OK
4398,2025-12-02 11:59:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1560,1272,1720,4,0,OK
4397,2025-12-02 11:59:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1580,1338,1733,4,0,OK
4396,2025-12-02 11:59:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1569,1287,1727,3,0,OK
4395,2025-12-02 11:59:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1550,1254,1690,3,0,OK
4394,2025-12-02 11:59:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1522,1230,1657,3,0,OK
4393,2025-12-02 11:59:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1486,1248,1665,3,0,OK
4392,2025-12-02 11:59:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1521,1272,1682,3,0,OK
4391,2025-12-02 11:59:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1531,1261,1683,3,0,OK
4390,2025-12-02 11:59:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1514,1261,1742,3,0,OK
4389,2025-12-02 11:59:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1543,1264,1743,3,0,OK
4388,2025-12-02 11:59:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1549,1373,1760,3,0,OK
4387,2025-12-02 11:59:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1529,1496,1778,3,0,OK
4386,2025-12-02 11:59:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1538,1583,1818,3,0,OK
4385,2025-12-02 11:59:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1527,1714,1848,3,0,OK
4384,2025-12-02 11:59:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1538,1641,1744,3,0,OK
4383,2025-12-02 11:59:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1560,1683,1730,3,0,OK
4382,2025-12-02 11:59:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1551,1792,1757,3,0,OK
4381,2025-12-02 11:59:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1582,1615,1763,3,0,OK
4380,2025-12-02 11:59:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1547,1611,1770,3,0,OK
4379,2025-12-02 11:59:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1539,1563,1784,3,0,OK
4378,2025-12-02 11:59:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1535,1299,1758,3,0,OK
4377,2025-12-02 11:59:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1475,1364,1741,3,0,OK
4376,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1507,1290,1718,3,0,OK
4375,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1525,1290,1676,3,0,OK
4374,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1557,1248,1646,3,0,OK
4373,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1555,1159,1604,3,0,OK
4372,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1525,1235,1598,3,0,OK
4371,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1565,1192,1620,3,0,OK
4370,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1511,1306,1676,3,0,OK
4369,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1518,1358,1722,3,0,OK
4368,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1451,1184,1709,3,0,OK
4367,2025-12-02 11:59:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1569,1264,1705,3,0,OK
4366,2025-12-02 11:59:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1563,1310,1707,3,0,OK
4365,2025-12-02 11:59:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1528,1282,1722,3,0,OK
4364,2025-12-02 11:59:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1531,1387,1760,3,0,OK
4363,2025-12-02 11:59:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1430,1474,1777,3,0,OK
4362,2025-12-02 11:59:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1446,1571,1701,3,0,OK
4361,2025-12-02 11:59:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1585,1756,1788,3,0,OK
4360,2025-12-02 11:59:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1611,1723,1736,3,0,OK
4359,2025-12-02 11:59:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1555,1741,1705,3,0,OK
4358,2025-12-02 11:59:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1524,1747,1710,3,0,OK
4357,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1567,1873,1609,3,0,OK
4356,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1597,1819,1550,3,0,OK
4355,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1581,1830,1552,3,0,OK
4354,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1622,1848,1581,3,0,OK
4353,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1531,1742,1596,3,0,OK
4352,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1516,1787,1671,3,0,OK
4351,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1448,1662,1749,3,0,OK
4350,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1447,1669,1746,3,0,OK
4349,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1142,1447,1737,3,0,OK
4348,2025-12-02 11:59:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1452,1621,1797,3,0,OK
4347,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1436,1581,1800,3,0,OK
4346,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1503,1616,1814,3,0,OK
4345,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1521,1601,1803,3,0,OK
4344,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1554,1587,1779,3,0,OK
4343,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1596,1581,1784,3,0,OK
4342,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1570,1611,1748,3,0,OK
4341,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1637,1626,1750,3,0,OK
4340,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1662,1601,1731,3,0,OK
4339,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1693,1614,1714,3,0,OK
4338,2025-12-02 11:59:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1677,1607,1701,3,0,OK
4337,2025-12-02 11:59:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1710,1600,1712,3,0,OK
4336,2025-12-02 11:59:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1685,1589,1700,3,0,OK
4335,2025-12-02 11:59:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1700,1594,1665,3,0,OK
4334,2025-12-02 11:59:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1750,1588,1665,3,0,OK
4333,2025-12-02 11:59:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1726,1588,1669,3,0,OK
4332,2025-12-02 11:59:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1751,1591,1690,3,0,OK
4331,2025-12-02 11:59:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1753,1623,1710,3,0,OK
4330,2025-12-02 11:59:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1757,1638,1722,3,0,OK
4329,2025-12-02 11:59:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1621,1550,1792,3,0,OK
4328,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1540,1482,1797,3,0,OK
4327,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2707,2554,2728,3,0,OK
4326,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2838,2690,2691,3,0,OK
4325,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2808,2776,2781,3,0,OK
4324,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2729,2799,2796,3,0,OK
4323,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1341,1233,1630,3,0,OK
4322,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1350,1252,1640,3,0,OK
4321,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1365,1233,1642,3,0,OK
4320,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1339,1256,1683,3,0,OK
4319,2025-12-02 11:59:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1376,1291,1718,3,0,OK
4318,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1379,1429,1771,3,0,OK
4317,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1456,1511,1782,3,0,OK
4316,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1502,1551,1794,3,0,OK
4315,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1560,1565,1800,3,0,OK
4314,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1574,1551,1800,3,0,OK
4313,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1585,1571,1772,3,0,OK
4312,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1638,1568,1820,3,0,OK
4311,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1648,1492,1735,3,0,OK
4310,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1614,1481,1772,3,0,OK
4309,2025-12-02 11:59:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1629,1475,1789,3,0,OK
4308,2025-12-02 11:59:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1614,1463,1785,3,0,OK
4307,2025-12-02 11:59:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1610,1468,1777,3,0,OK
4306,2025-12-02 11:59:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1606,1482,1775,3,0,OK
4305,2025-12-02 11:59:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1617,1472,1774,2,0,OK
4304,2025-12-02 11:59:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1608,1473,1774,2,0,OK
4303,2025-12-02 11:59:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1612,1469,1778,2,0,OK
4302,2025-12-02 11:59:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1616,1465,1777,2,0,OK
4301,2025-12-02 11:59:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1610,1462,1767,2,0,OK
4300,2025-12-02 11:59:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1625,1458,1770,2,0,OK
4299,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1626,1472,1769,2,0,OK
4298,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1687,1416,1757,2,0,OK
4297,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1592,1451,1768,2,0,OK
4296,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1624,1425,1750,2,0,OK
4295,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1657,1429,1740,2,0,OK
4294,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1753,1420,1585,2,0,OK
4293,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1645,1421,1743,2,0,OK
4292,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1640,1440,1743,2,0,OK
4291,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1594,1451,1735,2,0,OK
4290,2025-12-02 11:59:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1602,1486,1783,2,0,OK
4289,2025-12-02 11:59:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1612,1443,1772,2,0,OK
4288,2025-12-02 11:59:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1626,1463,1757,2,0,OK
4287,2025-12-02 11:59:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1632,1435,1774,2,0,OK
4286,2025-12-02 11:59:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1610,1436,1788,2,0,OK
4285,2025-12-02 11:59:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1609,1464,1757,2,0,OK
4284,2025-12-02 11:59:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1629,1429,1756,2,0,OK
4283,2025-12-02 11:59:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1670,1423,1729,2,0,OK
4282,2025-12-02 11:59:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1937,1436,1760,2,0,OK
4281,2025-12-02 11:59:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1687,1390,1705,2,0,OK
4280,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1696,1418,1729,2,0,OK
4279,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1660,1494,1749,2,0,OK
4278,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1621,1454,1771,2,0,OK
4277,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1606,1400,1781,2,0,OK
4276,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1610,1415,1784,2,0,OK
4275,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1546,1478,1790,2,0,OK
4274,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1574,1420,1785,2,0,OK
4273,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1570,1437,1781,2,0,OK
4272,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1609,1370,1740,2,0,OK
4271,2025-12-02 11:59:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1596,1340,1687,2,0,OK
4270,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1687,1270,1683,2,0,OK
4269,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1583,1340,1740,2,0,OK
4268,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1036,1263,1747,2,0,OK
4267,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1531,1328,1726,2,0,OK
4266,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1494,1362,1785,2,0,OK
4265,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1488,1299,1739,2,0,OK
4264,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1512,1341,1781,2,0,OK
4263,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1502,1349,1765,2,0,OK
4262,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1504,1350,1770,2,0,OK
4261,2025-12-02 11:59:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1507,1344,1773,2,0,OK
4260,2025-12-02 11:59:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1515,1352,1778,2,0,OK
4259,2025-12-02 11:59:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1508,1356,1767,2,0,OK
4258,2025-12-02 11:59:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1512,1338,1763,2,0,OK
4257,2025-12-02 11:59:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1508,1352,1773,2,0,OK
4256,2025-12-02 11:59:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1510,1356,1777,2,0,OK
4255,2025-12-02 11:59:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1509,1364,1766,2,0,OK
4254,2025-12-02 11:59:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1509,1355,1770,2,0,OK
4253,2025-12-02 11:59:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1511,1347,1772,2,0,OK
4252,2025-12-02 11:59:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1506,1350,1770,2,0,OK
4251,2025-12-02 11:59:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1513,1364,1771,2,0,OK
4250,2025-12-02 11:59:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1507,1356,1771,2,0,OK
4249,2025-12-02 11:59:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1508,1359,1773,2,0,OK
4248,2025-12-02 11:59:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1514,1369,1782,2,0,OK
4247,2025-12-02 11:59:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1510,1373,1775,2,0,OK
4246,2025-12-02 11:59:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1513,1357,1771,2,0,OK
4245,2025-12-02 11:59:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1509,1370,1778,2,0,OK
4244,2025-12-02 11:59:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1505,1365,1773,1,0,OK
4243,2025-12-02 11:59:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1504,1367,1768,1,0,OK
4242,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1502,1362,1773,1,0,OK
4241,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1502,1357,1777,1,0,OK
4240,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1504,1363,1765,1,0,OK
4239,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1510,1357,1771,1,0,OK
4238,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1505,1362,1778,1,0,OK
4237,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1504,1362,1772,1,0,OK
4236,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1503,1363,1780,1,0,OK
4235,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1511,1364,1785,1,0,OK
4234,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1507,1350,1773,1,0,OK
4233,2025-12-02 11:59:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1509,1371,1778,1,0,OK
4232,2025-12-02 11:59:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1502,1370,1772,1,0,OK
4231,2025-12-02 11:59:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1502,1368,1778,1,0,OK
4230,2025-12-02 11:59:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1499,1358,1782,1,0,OK
4229,2025-12-02 11:59:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1496,1365,1774,1,0,OK
4228,2025-12-02 11:59:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1502,1367,1771,1,0,OK
4227,2025-12-02 11:59:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1490,1359,1772,1,0,OK
4226,2025-12-02 11:59:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1494,1357,1768,1,0,OK
4225,2025-12-02 11:59:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1498,1363,1778,1,0,OK
4224,2025-12-02 11:59:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1489,1371,1775,1,0,OK
4223,2025-12-02 11:59:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1494,1373,1777,1,0,OK
4222,2025-12-02 11:59:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1501,1368,1786,1,0,OK
4221,2025-12-02 11:59:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1495,1363,1773,1,0,OK
4220,2025-12-02 11:59:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1495,1359,1774,1,0,OK
4219,2025-12-02 11:59:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1489,1358,1773,1,0,OK
4218,2025-12-02 11:59:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1495,1368,1779,1,0,OK
4217,2025-12-02 11:59:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1483,1355,1768,1,0,OK
4216,2025-12-02 11:59:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1496,1378,1780,1,0,OK
